season,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry_region,celebrity_age_during_season,results,placement_raw,placement_from_place,elim_week,placement_final,placement_source,item_id
32,Harry Jowsey,Rylee Arnold,TV Personality,Unknown,Australia,26,Eliminated Week 9,6,NA,NA,6,placement_col,S32:Harry Jowsey
32,Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,Eliminated Week 2,13,NA,NA,13,placement_col,S32:Jamie Lynn Spears
32,Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,2nd Place,2,NA,NA,2,placement_col,S32:Jason Mraz
32,Lele Pons,Brandon Armstrong,Social Media Personality,Unknown,Venezuela,27,Eliminated Week 7,8,NA,NA,8,placement_col,S32:Lele Pons
32,Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,Eliminated Week 1,14,NA,NA,14,placement_col,S32:Matt Walsh
32,Mauricio Umansky,Emma Slater,TV Personality,Unknown,Mexico,53,Eliminated Week 6,9,NA,NA,9,placement_col,S32:Mauricio Umansky
32,Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,Eliminated Week 5,10,NA,NA,10,placement_col,S32:Mira Sorvino
32,Tyson Beckford,Jenna Johnson,Model,New York,United States,52,Eliminated Week 3,12,NA,NA,12,placement_col,S32:Tyson Beckford
32,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,1st Place,1,NA,NA,1,placement_col,S32:Xochitl Gomez
33,Anna Delvey,Ezra Sosa,Con artist,Unknown,Russia,33,Eliminated Week 2,12,NA,NA,12,placement_col,S33:Anna Delvey
33,Brooks Nader,Gleb Savchenko,Model,New York,United States,27,Eliminated Week 4,9,NA,NA,9,placement_col,S33:Brooks Nader
33,Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,3rd Place,3,NA,NA,3,placement_col,S33:Chandler Kinney
33,Danny Amendola,Witney Carson,Athlete,Texas,United States,39,5th Place,5,NA,NA,5,placement_col,S33:Danny Amendola
33,Dwight Howard,Daniella Karagach,Athlete,Georgia,United States,38,Eliminated Week 7,6,NA,NA,6,placement_col,S33:Dwight Howard
33,Eric Roberts,Britt Stewart,Actor/Actress,California,United States,68,Eliminated Week 3,10,NA,NA,10,placement_col,S33:Eric Roberts
33,Ilona Maher,Alan Bersten,Athlete,California,United States,28,2nd Place,2,NA,NA,2,placement_col,S33:Ilona Maher
33,Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,Eliminated Week 6,7,NA,NA,7,placement_col,S33:Jenn Tran
33,Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,1st Place,1,NA,NA,1,placement_col,S33:Joey Graziadei
33,Phaedra Parks,Val Chmerkovskiy,TV Personality,Georgia,United States,51,Eliminated Week 5,8,NA,NA,8,placement_col,S33:Phaedra Parks
33,Reginald VelJohnson,Emma Slater,Actor/Actress,New York,United States,74,Eliminated Week 3,10,NA,NA,10,placement_col,S33:Reginald VelJohnson
33,Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,4th Place,4,NA,NA,4,placement_col,S33:Stephen Nedoroscik
33,Tori Spelling,Pasha Pashkov,Actor/Actress,California,United States,51,Eliminated Week 2,12,NA,NA,12,placement_col,S33:Tori Spelling
34,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,Florida,United States,24,2nd Place,2,NA,NA,2,placement_col,S34:Alix Earle
34,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,California,United States,59,Eliminated Week 9,7,NA,NA,7,placement_col,S34:Andy Richter
34,Baron Davis,Britt Stewart,Athlete,California,United States,46,Eliminated Week 2,13,NA,NA,13,placement_col,S34:Baron Davis
34,Corey Feldman,Jenna Johnson,Actor/Actress,California,United States,54,Eliminated Week 2,13,NA,NA,13,placement_col,S34:Corey Feldman
34,Danielle Fishel,Pasha Pashkov,Actor/Actress,California,United States,44,Eliminated Week 8,8,NA,NA,8,placement_col,S34:Danielle Fishel
34,Dylan Efron,Daniella Karagach (Rumer Willis week 9),TV Personality,California,United States,33,4th Place,4,NA,NA,4,placement_col,S34:Dylan Efron
34,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),Actor/Actress,Georgia,United States,55,5th Place,5,NA,NA,5,placement_col,S34:Elaine Hendrix
34,Hilaria Baldwin,Gleb Savchenko,Entrepreneur,New York,United States,41,Eliminated Week 4,11,NA,NA,11,placement_col,S34:Hilaria Baldwin
34,Jen Affleck,Jan Ravnik,TV Personality,Utah,United States,26,Eliminated Week 7,9,NA,NA,9,placement_col,S34:Jen Affleck
34,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,Texas,United States,24,3rd Place,3,NA,NA,3,placement_col,S34:Jordan Chiles
34,Lauren Jauregui,Brandon Armstrong,Singer/Rapper,Florida,United States,29,Eliminated Week 3,12,NA,NA,12,placement_col,S34:Lauren Jauregui
34,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),Conservationist,Unknown,Australia,22,1st Place,1,NA,NA,1,placement_col,S34:Robert Irwin
34,Scott Hoying,Rylee Arnold,Singer/Rapper,California,United States,34,Eliminated Week 6,10,NA,NA,10,placement_col,S34:Scott Hoying
34,Whitney Leavitt,Mark Ballas,TV Personality,Utah,United States,32,Eliminated Week 10,6,NA,NA,6,placement_col,S34:Whitney Leavitt
