celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,norm_name,success_score,week1_total,week2_total,week3_total,mean_judge_w1_3,fan_w1,fan_w2,fan_w3,mean_fan_w1_3,judge_slope,fan_slope,age,industry,partner,country,homestate,industry_b,partner_b
Tommy Chong,Peta Murgatroyd,Comedian,,Canada,76,19,Eliminated Week 10,5,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,10.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,6.0,7.0,7.0,7.0,7.0,7.5,7.5,7.5,7.5,6.75,7.75,7.75,6.75,7.0,7.5,7.0,7.0,8.0,7.5,8.0,7.5,0.0,0.0,0.0,0.0,tommy chong,0.6666666666666667,27.0,28.0,34.0,29.666666666666668,0.0782654221694984,0.0782789461047652,0.0834546865900334,0.07999968495476567,3.499999999999995,0.0025946322102674895,76,Comedian,Peta Murgatroyd,Canada,Unknown,Comedian,Peta Murgatroyd
Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,19,Eliminated Week 4,10,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,9.0,6.0,7.0,8.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,betsey johnson,0.25,20.0,28.0,29.0,25.666666666666668,0.082514620844495,0.0825288790233936,0.089307941158589,0.08478381367549254,4.499999999999998,0.0033966601570469854,72,Fashion Designer,Tony Dovolani,United States,Connecticut,Other,Tony Dovolani
Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,19,Eliminated Week 8,7,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,5.0,5.0,5.0,5.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,michael waltrip,0.5,25.0,24.0,28.0,25.666666666666668,0.0753559953319697,0.076405943479818,0.0829290992828322,0.07823034603153996,1.499999999999998,0.0037865519754312514,51,Racing Driver,Emma Slater,United States,Kentucky,Other,Emma Slater
Tavis Smiley,Sharna Burgess,Radio Personality,Mississippi,United States,50,19,Eliminated Week 2,12,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tavis smiley,0.08333333333333337,29.0,28.0,,28.5,0.0801739990930978,0.0801878528224173,0.0946165845316785,0.08499281214906453,-1.000000000000007,0.007221292719290338,50,Radio Personality,Sharna Burgess,United States,Mississippi,Radio Personality,Sharna Burgess
Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.5,9.0,9.5,9.5,9.75,9.75,9.75,10.75,9.0,9.5,9.5,9.0,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,bethany mota,0.75,32.0,33.0,40.0,35.0,0.0587693289595514,0.0577840398641914,0.0605117366345156,0.059021701819419466,3.999999999999998,0.0008712038374821022,18,Social Media Personality,Derek Hough,United States,California,Social Media Personality,Derek Hough
Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,19,2nd Place,2,8.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,8.0,8.0,7.5,7.5,8.0,8.0,9.0,9.0,10.0,10.0,9.0,9.5,9.0,9.0,9.0,9.5,9.5,9.0,10.0,9.6666,10.0,9.6666,sadie robertson,0.9166666666666666,34.0,31.0,32.0,32.333333333333336,0.087288092118202,0.0864130467898911,0.0926779517116949,0.08879303020659601,-1.0000000000000002,0.002694929796746444,17,TV Personality,Mark Ballas,United States,Louisiana,TV Personality,Mark Ballas
Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,20,Eliminated Week 5,9,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,suzanne somers,0.2727272727272727,25.0,28.0,25.0,26.0,0.0867897505185571,0.0831429152023566,0.0801050428187472,0.08334590284655363,0.0,-0.003342353849904953,68,Actor/Actress,Tony Dovolani,United States,California,Actor/Actress,Tony Dovolani
Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,20,Eliminated Week 7,7,6.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,9.0,10.0,10.0,8.0,8.0,9.0,9.0,9.5,8.5,9.0,9.5,9.5,9.5,9.5,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,willow shields,0.4545454545454546,25.0,32.0,32.0,29.666666666666668,0.0650037097885359,0.0711463133148673,0.0748731636992048,0.07034106226753599,3.4999999999999982,0.004934726955334452,14,Actor/Actress,Mark Ballas,United States,New Mexico,Actor/Actress,Mark Ballas
Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2nd Place,2,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,7.0,9.0,9.0,8.0,8.0,9.0,9.0,10.0,9.0,9.0,10.0,10.0,8.5,9.5,10.0,9.0,10.0,9.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,riker lynch,0.9090909090909091,31.0,32.0,34.0,32.333333333333336,0.0991320944159776,0.1084997005835812,0.1170998593076784,0.10824388476907908,1.4999999999999964,0.008983882445850406,23,Actor/Actress,Allison Holker,United States,Colorado,Actor/Actress,Other
Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1st Place,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,9.0,10.0,9.0,10.0,10.0,9.0,8.5,8.5,9.5,8.5,9.5,9.5,9.5,10.0,10.0,10.0,10.0,10.0,9.5,9.5,10.0,10.0,10.0,10.0,10.0,,,,,rumer willis,1.0,32.0,32.0,33.0,32.333333333333336,0.1205607347676671,0.13195326600827,0.1406277255200305,0.13104724209865587,0.4999999999999961,0.010033495376181718,26,Actor/Actress,Valentin Chmerkovskiy,United States,Kentucky,Actor/Actress,Valentin Chmerkovskiy
Nastia Liukin,Derek Hough,Athlete,,Russia,25,20,Eliminated Week 9,4,7.0,7.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,9.0,8.0,9.0,8.0,9.0,10.0,9.0,9.0,10.0,10.0,9.5,8.5,9.0,9.5,10.75,9.75,9.75,10.75,9.5,9.5,9.5,9.5,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,nastia liukin,0.7272727272727273,30.0,34.0,34.0,32.666666666666664,0.1073141571544736,0.1255451678865959,0.1354964245726584,0.12278524987124262,2.0000000000000004,0.014091133709092409,25,Athlete,Derek Hough,Russia,Unknown,Athlete,Derek Hough
Michael Sam,Peta Murgatroyd,Athlete,Texas,United States,25,20,Eliminated Week 4,10,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,michael sam,0.18181818181818177,26.0,28.0,24.0,26.0,0.0765875639504271,0.0733694162852087,0.0698027685176439,0.07325324958442657,-1.0000000000000002,-0.0033923977163916015,25,Athlete,Peta Murgatroyd,United States,Texas,Athlete,Peta Murgatroyd
Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,20,Eliminated Week 8,6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,9.0,8.0,9.0,6.0,6.0,6.0,6.0,8.5,8.0,8.5,8.5,7.0,8.0,8.0,8.0,7.5,7.5,8.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,robert herjavec,0.5454545454545454,28.0,28.0,29.0,28.333333333333332,0.0850151581642782,0.0814428897875006,0.0825269669048839,0.0829950049522209,0.5000000000000009,-0.0012440956296971512,52,Entrepreneur,Kym Johnson,Croatia,Unknown,Other,Kym Johnson
Charlotte McKinney,Keo Motsepe,Model,Florida,United States,21,20,Eliminated Week 3,11,6.0,5.0,5.0,6.0,7.0,6.0,7.0,6.0,6.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,charlotte mckinney,0.09090909090909094,22.0,26.0,22.0,23.333333333333332,0.0901405000592221,0.0807882212145022,0.0749465386575639,0.08195841997709606,1.588821858078255e-15,-0.007596980700829104,21,Model,Keo Motsepe,United States,Florida,Model,Other
Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3rd Place,3,7.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.5,8.0,8.5,9.0,10.5,8.5,9.5,9.5,8.0,7.5,8.0,8.0,9.5,9.5,9.5,9.5,9.0,9.0,9.0,9.0,,,,,noah galloway,0.8181818181818181,26.0,27.0,30.0,27.666666666666668,0.0719552785782243,0.06667378409622,0.0684187031645783,0.06901592194634087,2.0000000000000004,-0.0017682877068229965,33,Motivational Speaker,Sharna Burgess,United States,Alabama,Other,Sharna Burgess
Redfoo,Emma Slater,Singer/Rapper,California,United States,39,20,Eliminated Week 2,12,6.0,5.0,5.0,6.0,8.0,7.0,8.0,8.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,redfoo,0.0,22.0,31.0,,26.5,0.0560618496222629,0.0593495345738968,0.0417182711665777,0.052376551787579134,8.999999999999996,-0.007171789227842591,39,Singer/Rapper,Emma Slater,United States,California,Singer/Rapper,Emma Slater
Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,20,Eliminated Week 6,8,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,5.0,5.0,6.0,8.0,7.0,7.0,8.0,7.0,6.0,7.0,7.0,9.0,8.0,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,patti labelle,0.36363636363636365,25.0,28.0,22.0,25.0,0.0540611207838872,0.0517895160917421,0.0480446890830853,0.0512984419862382,-1.499999999999998,-0.0030082158504009552,70,Singer/Rapper,Artem Chigvintsev,United States,Pennsylvania,Singer/Rapper,Other
Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,20,Eliminated Week 8,5,7.0,6.0,6.0,7.0,5.0,6.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,9.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,8.0,7.5,8.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,chris soules,0.6363636363636364,26.0,21.0,28.0,25.0,0.0873780821964863,0.0662992749552584,0.0663398465873473,0.07333906791303067,0.9999999999999954,-0.0105191178045695,33,TV Personality,Witney Carson,United States,Iowa,TV Personality,Witney Carson
Gary Busey,Anna Trebunskaya,Actor/Actress,Texas,United States,71,21,Eliminated Week 4,10,5.0,5.0,5.0,,5.5,5.5,5.5,,6.0,7.0,6.0,6.0,5.0,6.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,gary busey,0.25,15.0,16.5,25.0,18.833333333333332,0.0739588955416308,0.0692105923288208,0.0689654228850233,0.07071163691849164,4.999999999999998,-0.0024967363283037503,71,Actor/Actress,Anna Trebunskaya,United States,Texas,Actor/Actress,Other
Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,21,Eliminated Week 9,6,7.0,7.0,8.0,,7.5,7.5,8.0,,9.0,9.0,9.0,9.0,7.0,7.0,7.0,,10.0,10.0,10.0,10.0,8.0,7.0,7.0,8.0,9.0,9.5,9.0,,9.6666,8.6666,8.6666,,10.0,10.0,10.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,alexa penavega,0.5833333333333333,22.0,23.0,36.0,27.0,0.0960344732313934,0.0986477514624219,0.1016958231984777,0.09879268263076434,7.000000000000003,0.0028306749835421427,27,Actor/Actress,Mark Ballas,United States,Florida,Actor/Actress,Mark Ballas
Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,21,Eliminated Week 11,4,8.0,8.0,7.0,,7.5,7.5,7.5,,7.0,8.0,8.0,8.0,9.0,8.0,8.0,,10.0,10.0,9.0,10.0,10.0,9.0,9.0,10.0,9.0,10.0,9.0,,9.6666,9.6666,9.6666,,9.0,9.0,9.0,,10.0,10.5,11.0,,10.0,10.0,10.0,,carlos penavega,0.75,23.0,22.5,31.0,25.5,0.0678335941463258,0.0691816916654399,0.0702262269484902,0.06908050425341863,3.999999999999997,0.0011963164010822015,26,Actor/Actress,Witney Carson,United States,Missouri,Actor/Actress,Witney Carson
Victor Espinoza,Karina Smirnoff,Athlete,,Mexico,43,21,Eliminated Week 2,12,5.0,5.0,5.0,,6.5,5.5,6.5,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,victor espinoza,0.08333333333333337,15.0,18.5,,16.75,0.0432831510462191,0.0416826913470454,0.0384481770501608,0.04113800648114176,3.4999999999999964,-0.002417486998029152,43,Athlete,Karina Smirnoff,Mexico,Unknown,Athlete,Karina Smirnoff
Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,21,3rd Place,3,8.0,7.0,7.0,,7.5,7.0,8.0,,8.0,8.0,9.0,8.0,8.0,8.0,8.0,,8.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,9.0,9.0,8.5,,9.0,8.0,8.0,,8.5,8.5,8.5,,9.5,9.5,9.5,,9.3333,9.3333,9.3333,,alek skarlatos,0.8333333333333334,22.0,22.5,33.0,25.833333333333332,0.1020724681863997,0.1041010152929427,0.1063276536619682,0.10416704571377018,5.499999999999998,0.0021275927377842462,22,Military,Lindsay Arnold,United States,California,Other,Other
Chaka Khan,Keo Motsepe,Singer/Rapper,Illinois,United States,62,21,Eliminated Week 2,13,5.0,4.0,4.0,,5.0,5.0,5.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,chaka khan,0.0,13.0,15.0,,14.0,0.0666166241927213,0.0610131883114488,0.0562786564586758,0.0613028229876153,1.9999999999999982,-0.005168983867022741,62,Singer/Rapper,Keo Motsepe,United States,Illinois,Singer/Rapper,Other
Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,21,Eliminated Week 8,7,7.0,7.0,7.0,,7.5,7.5,7.0,,7.0,7.0,8.0,7.0,7.0,8.0,8.0,,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,9.5,9.5,9.0,,8.6666,7.6666,7.6666,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,andy grammer,0.5,21.0,22.0,29.0,24.0,0.0787854511708122,0.0797771820572422,0.0804829234301309,0.07968185221939511,3.9999999999999982,0.0008487361296593324,31,Singer/Rapper,Allison Holker,United States,California,Singer/Rapper,Other
Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,21,Withdrew,5,8.0,7.0,8.0,,8.0,8.0,8.5,,8.0,9.0,8.0,8.0,9.0,9.0,9.0,,7.0,7.0,8.0,7.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,,9.0,9.0,10.0,,8.5,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,tamar braxton,0.6666666666666667,23.0,24.5,33.0,26.833333333333332,0.0584584058404944,0.0613547300936797,0.0626670592363241,0.060826731723499394,4.9999999999999964,0.0021043266979148467,38,Singer/Rapper,Valentin Chmerkovskiy,United States,Maryland,Singer/Rapper,Valentin Chmerkovskiy
Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,21,2nd Place,2,8.0,8.0,8.0,,7.5,7.5,7.5,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,9.0,8.0,9.0,9.0,10.0,10.0,10.0,9.0,9.0,9.0,,11.0,11.0,11.0,,9.0,9.0,9.5,,9.0,9.0,9.0,,10.0,10.0,10.0,,nick carter,0.9166666666666666,24.0,22.5,36.0,27.5,0.0949956349820007,0.0968835399567785,0.0998771001287383,0.0972520916891725,5.999999999999996,0.0024407325733687858,35,Singer/Rapper,Sharna Burgess,United States,New York,Singer/Rapper,Sharna Burgess
Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,21,Eliminated Week 7,8,7.0,7.0,7.0,,8.0,7.0,7.5,,7.0,8.0,7.0,8.0,9.0,9.0,9.0,,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.5,9.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,hayes grier,0.41666666666666663,21.0,22.5,30.0,24.5,0.0635244137534014,0.0647868723576058,0.0655622152494567,0.06462450045348796,4.4999999999999964,0.0010189007480276649,15,Social Media Personality,Emma Slater,United States,North Carolina,Social Media Personality,Emma Slater
Bindi Irwin,Derek Hough,TV Personality,,Australia,17,21,1st Place,1,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,9.0,9.0,10.0,,9.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,9.5,10.0,9.5,,10.0,9.0,9.0,,10.0,10.0,10.0,,10.5,10.5,10.5,,10.0,10.0,10.0,,bindi irwin,1.0,24.0,24.0,32.0,26.666666666666668,0.1054372520167725,0.1098705951818703,0.1118745210042258,0.1090607894009562,3.999999999999998,0.0032186344937266296,17,TV Personality,Derek Hough,Australia,Unknown,TV Personality,Derek Hough
Kim Zolciak-Biermann,Tony Dovolani,TV Personality,Florida,United States,37,21,Withdrew,11,4.0,4.0,4.0,,6.5,6.0,6.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,kim zolciakbiermann,0.16666666666666663,12.0,18.5,,15.25,0.0564600316506312,0.0543723369452615,0.0501531251928289,0.05366183126290721,6.499999999999996,-0.0031534532289011563,37,TV Personality,Tony Dovolani,United States,Florida,TV Personality,Tony Dovolani
Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,21,Eliminated Week 6,9,5.0,5.0,5.0,,6.5,6.0,6.0,,5.0,5.0,5.0,5.0,6.0,6.0,6.0,,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,paula deen,0.33333333333333337,15.0,18.5,20.0,17.833333333333332,0.0925396042411971,0.0891178129994418,0.0874410955554988,0.08969950426537922,2.4999999999999996,-0.0025492543428491696,68,TV Personality,Louis van Amstel,United States,Georgia,TV Personality,Other
Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,22,Eliminated Week 3,11,5.0,5.0,6.0,,5.0,5.0,5.0,,6.0,6.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,mischa barton,0.09090909090909094,16.0,15.0,18.0,16.333333333333332,0.0918936414749558,0.0909583638029511,0.0907321324666999,0.0911947125815356,0.9999999999999994,-0.000580754504127946,30,Actor/Actress,Artem Chigvintsev,England,Unknown,Actor/Actress,Other
Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,22,Eliminated Week 7,8,7.0,6.0,7.0,,7.0,6.0,6.0,,8.0,7.0,7.0,,8.0,8.0,8.0,8.0,8.0,6.0,6.0,8.0,8.0,8.0,8.0,,8.5,8.5,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,kim fields,0.36363636363636365,20.0,19.0,22.0,20.333333333333332,0.0972159612608006,0.0970292679001572,0.0971760715908365,0.09714043358393143,0.9999999999999994,-1.994483498207715e-05,46,Actor/Actress,Sasha Farber,United States,New York,Actor/Actress,Other
Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,22,Eliminated Week 8,6,7.0,6.0,7.0,,7.0,7.0,7.0,,8.0,7.0,8.0,,7.0,6.0,7.0,7.0,9.0,8.0,9.0,9.0,9.0,8.0,8.0,,8.0,8.5,9.0,,10.0,10.0,10.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,jodie sweetin,0.5454545454545454,20.0,21.0,23.0,21.333333333333332,0.0735953205002596,0.0737597407740967,0.0739452858069149,0.07376678236042374,1.4999999999999996,0.0001749826533276525,34,Actor/Actress,Keo Motsepe,United States,California,Actor/Actress,Other
Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,22,Eliminated Week 6,9,5.0,5.0,5.0,,7.0,6.0,7.0,,7.0,6.0,7.0,,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,doug flutie,0.2727272727272727,15.0,20.0,20.0,18.333333333333332,0.0801579450625867,0.0801703455207645,0.0801311335894025,0.08015314139091789,2.5000000000000013,-1.3405736592088283e-05,53,Athlete,Karina Smirnoff,United States,Maryland,Athlete,Karina Smirnoff
Von Miller,Witney Carson,Athlete,Texas,United States,27,22,Eliminated Week 7,7,8.0,6.0,7.0,,7.0,6.0,7.0,,7.0,6.0,7.0,,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,,8.5,8.5,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,von miller,0.4545454545454546,21.0,20.0,20.0,20.333333333333332,0.0699136658675395,0.0699244815326488,0.0698902809320081,0.06990947611073213,-0.5000000000000009,-1.1692467765697965e-05,27,Athlete,Witney Carson,United States,Texas,Athlete,Witney Carson
Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,22,Eliminated Week 9,5,8.0,6.0,7.0,,6.0,6.0,7.0,,7.0,6.0,7.0,,9.0,8.0,9.0,9.0,7.0,6.0,6.0,7.0,9.0,9.0,9.0,,8.5,8.5,9.0,,9.0,9.0,9.0,,9.0,9.0,9.5,,0.0,0.0,0.0,,,,,,antonio brown,0.6363636363636364,21.0,19.0,20.0,20.0,0.0862880423432791,0.0861223349388624,0.08608021184379,0.08616352970864383,-0.4999999999999977,-0.0001039152497445515,27,Athlete,Sharna Burgess,United States,Florida,Athlete,Sharna Burgess
Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,22,2nd Place,2,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,7.0,8.0,,9.0,9.0,9.0,9.0,8.0,8.0,7.0,8.0,9.0,10.0,9.0,,9.0,9.0,9.5,,10.0,9.0,9.0,,10.0,9.5,10.0,,10.0,9.6666,10.0,,,,,,paige vanzant,0.9090909090909091,21.0,24.0,23.0,22.666666666666668,0.0843085793963893,0.0850250613096364,0.0852389446235621,0.08485752844319594,1.0000000000000018,0.00046518261358640176,22,Athlete,Mark Ballas,United States,Oregon,Athlete,Mark Ballas
Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,22,Eliminated Week 2,12,5.0,4.0,4.0,,5.0,4.0,4.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,geraldo rivera,0.0,13.0,13.0,,13.0,0.055305944665208,0.0545161266231474,0.053409928558085,0.054410666615480135,-1.7763568394002505e-15,-0.0009480080535615084,72,Journalist,Edyta Sliwinska,United States,New York,Other,Other
Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,22,1st Place,1,8.0,7.0,8.0,,7.0,6.0,7.0,,8.0,8.0,9.0,,8.0,8.0,9.0,9.0,9.0,10.0,9.0,9.0,8.0,8.0,9.0,,9.5,9.0,9.5,,10.0,9.0,10.0,,9.5,9.5,9.5,,9.6666,9.6666,9.6666,,,,,,nyle dimarco,1.0,23.0,20.0,25.0,22.666666666666668,0.0899622262354417,0.0899761434188618,0.0903831633147984,0.09010717765636729,1.0000000000000018,0.00021046853967833615,26,Model,Peta Murgatroyd,United States,New York,Model,Peta Murgatroyd
Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,22,3rd Place,3,8.0,7.0,8.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,9.0,9.0,9.5,,10.0,10.0,10.0,,9.0,9.5,9.5,,9.3333,9.6666,9.3333,,,,,,ginger zee,0.8181818181818181,23.0,21.0,21.0,21.666666666666668,0.0673432395215375,0.0674936919390003,0.0675282107218162,0.067455047394118,-0.9999999999999986,9.248560013933817e-05,35,News Anchor,Valentin Chmerkovskiy,United States,California,Other,Valentin Chmerkovskiy
