celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week1_judge_total,week2_judge_total,week3_judge_total,week4_judge_total,week5_judge_total,week6_judge_total,week7_judge_total,week8_judge_total,week9_judge_total,week10_judge_total,week11_judge_total,weeks_danced,judge_avg_week_total,judge_sum_week_total,judge_max_week_total,judge_avg_first3_total,season_cast_size,placement_pct,edits_total_to_cutoff,log_edits,wiki_title,pageid,has_wiki_ok
Louie Vito,Chelsie Hightower,Athlete,Ohio,United States,21,9,Eliminated Week 6,8,8.6666,9.6666,8.6666,,6.0,7.0,6.0,,8.0,5.0,7.0,,5.0,5.0,6.0,,7.0,8.0,7.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,26.9998,19.0,20.0,16.0,22.0,24.0,0.0,0.0,0.0,0.0,,6,21.333299999999998,127.9998,26.9998,21.99993333333333,16,0.4666666666666667,60.0,4.110873864173311,Louie Vito,9524378.0,True
Michael Irvin,Anna Demidova,Athlete,Florida,United States,43,9,Eliminated Week 7,7,7.0,6.0,6.0,,7.0,7.0,6.0,,5.0,4.0,5.0,,5.0,6.0,5.0,,7.0,7.0,7.0,,6.6666,8.6666,6.6666,,8.0,8.0,7.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,19.0,20.0,14.0,16.0,21.0,21.9998,23.5,0.0,0.0,0.0,,7,19.357114285714285,135.4998,23.5,17.666666666666668,16,0.4,1128.0,7.029087564149662,Michael Irvin,449874.0,True
Joanna Krupa,Derek Hough,Model,,Poland,30,9,Eliminated Week 9,4,11.3333,11.3333,11.3333,,6.0,7.0,7.0,,7.0,8.0,8.0,,9.0,8.0,9.0,,8.0,8.0,8.0,,11.3333,12.3333,12.3333,,9.0,9.0,9.5,,8.5,8.5,9.0,,9.0,9.0,9.0,,0.0,0.0,0.0,,,,,,33.9999,20.0,23.0,26.0,24.0,35.9999,27.5,26.0,27.0,0.0,,9,27.055533333333333,243.4998,35.9999,25.666633333333333,16,0.2,443.0,6.095824562432225,Joanna Krupa,2079934.0,True
Kathy Ireland,Tony Dovolani,Model,California,United States,46,9,Eliminated Week 2,14,7.3333,6.3333,6.3333,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,19.9999,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2,18.99995,37.9999,19.9999,18.99995,16,0.8666666666666667,450.0,6.111467339502679,Kathy Ireland,276471.0,True
Tom DeLay,Cheryl Burke,Politician,Texas,United States,62,9,Withdrew,13,7.3333,6.3333,6.3333,,6.0,6.0,6.0,,6.0,4.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,19.9999,18.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3,17.666633333333333,52.9999,19.9999,17.666633333333333,16,0.8,2927.0,7.982074875081202,Tom DeLay,216169.0,True
Macy Gray,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,9,Eliminated Week 1,15,7.3333,5.3333,6.3333,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,18.9999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,18.9999,18.9999,18.9999,18.9999,16,0.9333333333333333,800.0,6.68586094706836,Macy Gray,168875.0,True
Aaron Carter,Karina Smirnoff,Singer/Rapper,Florida,United States,21,9,Eliminated Week 8,5,10.3333,11.3333,10.3333,,9.0,9.0,9.0,,8.0,6.0,7.0,,6.0,6.0,6.0,,8.0,8.0,8.0,,10.6666,11.6666,10.6666,,8.5,9.0,9.0,,8.0,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,31.999899999999997,27.0,21.0,18.0,24.0,32.9998,26.5,25.0,0.0,0.0,,8,25.8124625,206.4997,32.9998,26.666633333333333,16,0.26666666666666666,2458.0,7.807510042216193,Aaron Carter,83108.0,True
Mya,Dmitry Chaplin,Singer/Rapper,Washington D.C.,United States,29,9,2nd Place,2,11.3333,8.3333,11.3333,,9.0,9.0,9.0,,10.0,7.0,10.0,,10.0,8.0,10.0,,9.0,9.0,9.0,,11.0,10.0,12.0,,8.5,7.5,8.5,,9.5,10.0,10.0,,9.3333,9.6666,10.0,,9.4444,9.4444,9.4444,,,,,,30.999899999999997,27.0,27.0,28.0,27.0,33.0,24.5,29.5,28.9999,28.333199999999998,,10,28.433299999999996,284.33299999999997,33.0,28.333299999999998,16,0.06666666666666667,,,,,False
Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,9,1st Place,1,10.3333,9.3333,10.3333,,8.0,9.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,10.3333,10.3333,10.3333,,8.5,8.5,9.0,,8.5,8.0,8.5,,8.0,8.3333,8.3333,,9.6666,9.6666,9.6666,,,,,,29.999899999999997,25.0,21.0,24.0,29.0,30.999899999999997,26.0,25.0,24.666600000000003,28.9998,,10,26.46662,264.6662,30.999899999999997,25.333299999999998,16,0.0,873.0,6.773080375655535,Donny Osmond,726651.0,True
Kelly Osbourne,Louis van Amstel,TV Personality,,England,24,9,3rd Place,3,9.6666,10.6666,10.6666,,6.0,7.0,6.0,,7.0,6.0,7.0,,8.0,7.0,8.0,,8.0,8.0,8.0,,8.6666,7.6666,8.6666,,8.5,8.5,9.0,,8.0,8.5,9.0,,8.6666,8.6666,8.6666,,8.5,8.5,8.2222,,,,,,30.9998,19.0,20.0,23.0,24.0,24.9998,26.0,25.5,25.9998,25.2222,,10,24.472159999999995,244.72159999999997,30.9998,23.333266666666663,16,0.13333333333333333,1250.0,7.1316985104669115,Kelly Osbourne,97561.0,True
Aiden Turner,Edyta Sliwinska,Actor/Actress,,England,32,10,Eliminated Week 4,9,5.0,5.0,5.0,,7.0,6.0,6.0,,7.0,6.0,7.0,,5.5,5.5,5.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,15.0,19.0,20.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,,4,17.625,70.5,20.0,18.0,11,0.8,130.0,4.875197323201151,Aiden Turner,1450336.0,True
Shannen Doherty,Mark Ballas,Actor/Actress,Tennessee,United States,38,10,Eliminated Week 2,11,6.0,6.0,6.0,,7.0,6.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,18.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2,19.0,38.0,20.0,19.0,11,1.0,1497.0,7.311886164077165,Shannen Doherty,21207432.0,True
Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,10,Eliminated Week 8,5,7.0,5.0,6.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,6.0,6.0,6.0,,8.6666,8.6666,8.6666,,8.5,8.0,8.0,,7.0,7.0,7.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,18.0,21.0,21.0,18.0,18.0,25.9998,24.5,21.5,0.0,0.0,,8,20.999975,167.9998,25.9998,20.0,11,0.4,213.0,5.365976015021851,Niecy Nash,2148973.0,True
Buzz Aldrin,Ashly DelGrosso,Astronaut,New Jersey,United States,80,10,Eliminated Week 3,10,5.0,4.0,5.0,,4.0,4.0,4.0,,5.0,4.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,14.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3,13.0,39.0,14.0,13.0,11,0.9,1913.0,7.5569505720129,Buzz Aldrin,65777.0,True
Chad Ochocinco,Cheryl Burke,Athlete,Florida,United States,32,10,Eliminated Week 9,4,6.0,6.0,6.0,,6.0,5.0,5.0,,7.0,6.0,7.0,,7.5,6.5,8.0,,6.0,6.0,6.0,,10.3333,10.3333,10.3333,,8.5,9.0,8.5,,7.5,7.5,7.5,,8.5,8.5,9.0,,0.0,0.0,0.0,,,,,,18.0,16.0,20.0,22.0,18.0,30.999899999999997,26.0,22.5,26.0,0.0,,9,22.166655555555554,199.4999,30.999899999999997,18.0,11,0.3,2903.0,7.973844375944687,Chad Johnson,7761399.0,True
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,8.0,7.0,8.0,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,9.0,8.5,9.0,,10.0,9.5,10.0,,9.3333,8.7777,8.7777,,,,,,23.0,24.0,26.0,26.0,27.0,27.0,27.0,26.5,29.5,26.888699999999996,,10,26.288869999999996,262.8887,29.5,24.333333333333332,11,0.1,1057.0,6.964135612418245,Evan Lysacek,1426102.0,True
Pamela Anderson,Damian Whitewood,Model,,Canada,42,10,Eliminated Week 7,6,7.0,6.0,8.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,7.5,7.5,8.5,,7.0,6.0,8.0,,9.6666,9.6666,10.6666,,8.5,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,21.0,22.0,21.0,23.5,21.0,29.9998,25.5,0.0,0.0,0.0,,7,23.428542857142855,163.9998,29.9998,21.333333333333332,11,0.5,4578.0,8.429235912657095,Pamela Anderson,23035.0,True
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,9.0,7.0,9.0,,10.0,8.0,10.0,,8.0,6.0,9.0,,8.5,8.0,8.5,,10.0,9.0,10.0,,12.3333,10.3333,13.3333,,9.0,9.0,9.0,,10.0,9.5,10.0,,10.0,9.5,10.0,,9.5,9.5,9.7777,,,,,,25.0,28.0,23.0,25.0,29.0,35.9999,27.0,29.5,29.5,28.7777,,10,28.07776,280.7776,35.9999,25.333333333333332,11,0.0,6330.0,8.753213480544126,Nicole Scherzinger,6803715.0,True
Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,10,3rd Place,3,7.0,7.0,7.0,,8.0,7.0,8.0,,8.0,7.0,8.0,,6.5,6.5,6.5,,7.0,7.0,8.0,,12.0,10.0,12.0,,8.5,8.5,8.5,,8.5,9.0,9.0,,9.5,9.0,9.5,,9.2222,8.8888,8.8888,,,,,,21.0,23.0,23.0,19.5,22.0,34.0,25.5,26.5,28.0,26.9998,,10,24.94998,249.4998,34.0,22.333333333333332,11,0.2,1083.0,6.988413181999592,Erin Andrews,23684268.0,True
Kate Gosselin,Tony Dovolani,TV Personality,Pennsylvania,United States,35,10,Eliminated Week 5,8,6.0,5.0,5.0,,5.0,5.0,5.0,,5.0,5.0,5.0,,5.0,5.5,5.5,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,16.0,15.0,15.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,,5,15.4,77.0,16.0,15.333333333333334,11,0.7,1063.0,6.96979066990159,Kate Gosselin,12469037.0,True
Jake Pavelka,Chelsie Hightower,TV Personality,Texas,United States,32,10,Eliminated Week 6,7,7.0,6.0,7.0,,6.0,7.0,7.0,,7.0,7.0,7.0,,6.5,6.5,6.0,,8.0,7.0,8.0,,8.3333,8.3333,8.3333,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,20.0,20.0,21.0,19.0,23.0,24.999899999999997,0.0,0.0,0.0,0.0,,6,21.333316666666665,127.9999,24.999899999999997,20.333333333333332,11,0.6,32.0,3.4965075614664802,Jake Pavelka,24737882.0,True
David Hasselhoff,Kym Johnson,Actor/Actress,Maryland,United States,58,11,Eliminated Week 1,12,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,15.0,15.0,15.0,15.0,12,1.0,4463.0,8.403800504061147,David Hasselhoff,166103.0,True
Florence Henderson,Corky Ballas,Actor/Actress,Indiana,United States,76,11,Eliminated Week 5,8,6.0,6.0,6.0,,7.0,6.0,6.0,,7.0,6.0,7.0,,6.0,6.0,5.5,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,18.0,19.0,20.0,17.5,21.0,0.0,0.0,0.0,0.0,0.0,,5,19.1,95.5,21.0,19.0,12,0.6363636363636364,403.0,6.0014148779611505,Florence Henderson,3648917.0,True
Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,11,2nd Place,2,8.0,7.0,8.0,,8.0,7.0,7.0,,8.0,7.0,8.0,,7.0,6.5,6.5,,8.0,5.0,7.0,,10.3333,9.3333,10.3333,,9.0,8.5,8.0,8.0,9.5,9.0,9.5,,10.0,9.0,10.0,,9.3333,8.6666,9.3333,,,,,,23.0,22.0,23.0,20.0,20.0,29.999899999999997,33.5,28.0,29.0,27.333199999999998,,10,25.58331,255.8331,33.5,22.666666666666668,12,0.09090909090909091,2030.0,7.616283561580385,Kyle Massey,1288339.0,True
Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.5,9.0,9.5,,8.0,8.0,9.0,,9.0,10.0,10.0,,9.5,9.0,9.0,9.0,9.5,9.5,9.5,,10.0,10.0,10.0,,10.0,10.0,10.0,,,,,,24.0,24.0,24.0,28.0,25.0,29.0,36.5,28.5,30.0,30.0,,10,27.9,279.0,36.5,24.0,12,0.0,377.0,5.934894195619588,Jennifer Grey,680333.0,True
Rick Fox,Cheryl Burke,Athlete,,Canada,41,11,Eliminated Week 7,6,8.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,6.0,7.0,6.5,,8.0,8.0,8.0,,10.0,10.0,10.0,,9.0,8.5,8.5,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,22.0,21.0,24.0,19.5,24.0,30.0,34.5,0.0,0.0,0.0,,7,25.0,175.0,34.5,22.333333333333332,12,0.45454545454545453,586.0,6.375024819828097,Rick Fox,654160.0,True
Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,11,Eliminated Week 8,5,7.0,5.0,7.0,,7.0,7.0,7.0,,8.0,8.0,7.0,,6.0,5.5,5.5,,8.0,8.0,8.0,,7.3333,7.3333,7.3333,,9.5,8.5,8.5,8.5,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,19.0,21.0,23.0,17.0,24.0,21.9999,35.0,24.0,0.0,0.0,,8,23.1249875,184.9999,35.0,21.0,12,0.36363636363636365,2266.0,7.726212650507529,Kurt Warner,414302.0,True
Margaret Cho,Louis van Amstel,Comedian,California,United States,41,11,Eliminated Week 3,10,5.0,5.0,5.0,,6.0,6.0,6.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,15.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3,17.0,51.0,18.0,17.0,12,0.8181818181818182,1220.0,7.107425474110705,Margaret Cho,89662.0,True
Michael Bolton,Chelsie Hightower,Singer/Rapper,Connecticut,United States,57,11,Eliminated Week 2,11,6.0,5.0,5.0,,4.0,5.0,3.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2,14.0,28.0,16.0,14.0,12,0.9090909090909091,1438.0,7.271703706887368,Michael Bolton,551974.0,True
Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,11,Eliminated Week 9,4,7.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,11.3333,12.3333,12.3333,,9.0,9.0,9.5,9.0,9.0,9.5,10.0,,9.5,9.5,9.5,,0.0,0.0,0.0,,,,,,23.0,21.0,24.0,24.0,27.0,35.9999,36.5,28.5,28.5,0.0,,9,27.6111,248.4999,36.5,22.666666666666668,12,0.2727272727272727,985.0,6.893656354602635,Brandy,45189.0,True
The Situation,Karina Smirnoff,TV Personality,New York,United States,28,11,Eliminated Week 4,9,5.0,5.0,5.0,,6.0,6.0,6.0,,7.0,6.0,7.0,,5.0,4.5,4.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,15.0,18.0,20.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,,4,16.75,67.0,20.0,17.666666666666668,12,0.7272727272727273,,,,,False
Audrina Patridge,Tony Dovolani,TV Personality,California,United States,25,11,Eliminated Week 6,7,6.0,7.0,6.0,,8.0,8.0,7.0,,8.0,9.0,9.0,,8.0,7.5,7.5,,7.0,8.0,8.0,,10.6666,10.6666,10.6666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,19.0,23.0,26.0,23.0,23.0,31.9998,0.0,0.0,0.0,0.0,,6,24.333299999999998,145.9998,31.9998,22.666666666666668,12,0.5454545454545454,1453.0,7.282073658093465,Audrina Patridge,7600033.0,True
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3rd Place,3,6.0,6.0,6.0,,7.0,8.0,7.0,,6.0,6.0,7.0,,5.0,5.5,5.5,,6.0,6.0,6.0,,9.6666,8.6666,9.6666,,8.5,8.0,8.0,8.0,7.5,8.0,8.0,,8.5,9.0,9.0,,8.3333,9.0,8.3333,,,,,,18.0,22.0,19.0,16.0,18.0,27.9998,32.5,23.5,26.5,25.666600000000003,,10,22.91664,229.1664,32.5,19.666666666666668,12,0.18181818181818182,653.0,6.483107351457199,Bristol Palin,19134078.0,True
Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,12,Eliminated Week 9,4,8.0,8.0,8.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,9.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.5,7.5,8.0,7.5,7.5,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,,,,,24.0,21.0,21.0,25.0,22.0,24.0,33.0,23.0,24.0,0.0,,9,24.11111111111111,217.0,33.0,22.0,11,0.3,1009.0,6.917705609835305,Ralph Macchio,577433.0,True
Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,12,3rd Place,3,7.0,7.0,7.0,,6.0,5.0,7.0,,7.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,10.0,9.0,9.0,,8.0,8.5,7.5,8.0,9.0,9.0,9.5,,12.0,12.0,12.5,,10.0,9.6666,10.0,,,,,,21.0,18.0,23.0,26.0,26.0,28.0,32.0,27.5,36.5,29.666600000000003,,10,26.76666,267.6666,36.5,20.666666666666668,11,0.2,1474.0,7.29641326877392,Chelsea Kane,12270854.0,True
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,12,2nd Place,2,8.0,7.0,8.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,7.0,7.0,8.0,,8.0,7.0,8.0,,8.0,9.0,9.0,,8.0,7.0,7.0,8.0,8.5,9.0,9.0,,9.0,9.0,9.0,,9.3333,9.3333,9.3333,,,,,,23.0,20.0,21.0,22.0,23.0,26.0,30.0,26.5,27.0,27.999899999999997,,10,24.64999,246.4999,30.0,21.333333333333332,11,0.1,1382.0,7.232010331664759,Kirstie Alley,327664.0,True
Hines Ward,Kym Johnson,Athlete,,South Korea,35,12,1st Place,1,7.0,7.0,7.0,,8.0,7.0,8.0,,9.0,8.0,8.0,,9.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,8.0,8.0,8.0,9.0,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,9.6666,10.0,,,,,,21.0,23.0,25.0,25.0,27.0,27.0,33.0,27.0,30.0,29.666600000000003,,10,26.76666,267.6666,33.0,23.0,11,0.0,1630.0,7.396948602621014,Hines Ward,1129656.0,True
Sugar Ray Leonard,Anna Trebunskaya,Athlete,North Carolina,United States,54,12,Eliminated Week 4,9,6.0,5.0,6.0,,6.0,5.0,6.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,17.0,17.0,20.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,,4,18.75,75.0,21.0,18.0,11,0.8,1206.0,7.095893221097532,Sugar Ray Leonard,87530.0,True
Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,12,Eliminated Week 6,7,7.0,6.0,6.0,,8.0,7.0,8.0,,7.0,7.0,7.0,,8.0,7.0,8.0,,9.0,8.0,9.0,,7.0,8.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,19.0,23.0,21.0,23.0,26.0,22.0,0.0,0.0,0.0,0.0,,6,22.333333333333332,134.0,26.0,21.0,11,0.6,7396.0,8.908829791587868,Chris Jericho,424778.0,True
Petra Nemcova,Dmitry Chaplin,Model,,Czechoslovakia,31,12,Eliminated Week 5,8,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,9.0,8.0,,8.0,7.0,8.0,,7.0,7.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,18.0,18.0,25.0,23.0,22.0,0.0,0.0,0.0,0.0,0.0,,5,21.2,106.0,25.0,20.333333333333332,11,0.7,712.0,6.569481420414296,Petra Němcová,701533.0,True
Mike Catherwood,Lacey Schwimmer,Radio Personality,California,United States,32,12,Eliminated Week 2,11,5.0,4.0,4.0,,6.0,5.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2,15.0,30.0,17.0,15.0,11,1.0,,,,,False
Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,12,Eliminated Week 8,5,7.0,6.0,6.0,,7.0,8.0,8.0,,7.0,6.0,7.0,,7.0,8.0,8.0,,9.0,8.0,9.0,,10.0,9.0,9.0,,7.5,8.0,7.0,7.5,8.5,9.0,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,19.0,23.0,20.0,23.0,26.0,28.0,30.0,26.0,0.0,0.0,,8,24.375,195.0,30.0,20.666666666666668,11,0.4,778.0,6.658011045870748,Romeo,10730517.0,True
Wendy Williams,Tony Dovolani,TV Personality,New Jersey,United States,46,12,Eliminated Week 3,10,5.0,4.0,5.0,,6.0,5.0,6.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,14.0,17.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3,15.333333333333334,46.0,17.0,15.333333333333334,11,0.9,1575.0,7.362645270417825,Wendy Williams,1056193.0,True
Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,12,Eliminated Week 7,6,6.0,6.0,6.0,,7.0,6.0,6.0,,8.0,7.0,8.0,,6.0,6.0,6.0,,8.0,7.0,7.0,,8.0,8.0,9.0,,7.5,7.5,7.5,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,18.0,19.0,23.0,18.0,22.0,25.0,30.5,0.0,0.0,0.0,,7,22.214285714285715,155.5,30.5,20.0,11,0.5,2191.0,7.692569648067906,Kendra Wilkinson,9031039.0,True
Elisabetta Canalis,Valentin Chmerkovskiy,Actor/Actress,,Italy,33,13,Eliminated Week 2,11,5.0,5.0,5.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,15.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2,18.0,36.0,21.0,18.0,12,0.9090909090909091,279.0,5.634789603169249,Elisabetta Canalis,7623086.0,True
David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,13,Eliminated Week 7,6,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,8.0,8.0,,8.0,7.0,8.0,,8.0,9.0,8.0,,8.0,7.0,8.0,,8.0,7.5,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,18.0,18.0,24.0,23.0,25.0,23.0,23.5,0.0,0.0,0.0,,7,22.071428571428573,154.5,25.0,20.0,12,0.45454545454545453,1205.0,7.095064377287131,David Arquette,600332.0,True
